/media/ramdisk/centos.iso > /media/pc/hd/centos.iso
sending incremental file list
centos.iso

          3.17G  74%   56.59MB/s    0:00:20  
          3.23G  75%   57.28MB/s    0:00:19  
          3.28G  76%   56.59MB/s    0:00:18  
          3.33G  77%   53.62MB/s    0:00:18  
          3.39G  79%   56.59MB/s    0:00:16  
          3.45G  80%   55.95MB/s    0:00:15  
          3.50G  81%   56.58MB/s    0:00:14  
          3.56G  83%   59.37MB/s    0:00:12  
          3.61G  84%   56.71MB/s    0:00:12  
          3.67G  85%   55.84MB/s    0:00:11  
          3.72G  87%   56.10MB/s    0:00:10  
          3.78G  88%   56.84MB/s    0:00:09  
          3.83G  89%   55.59MB/s    0:00:08  
          3.89G  90%   56.03MB/s    0:00:07  
          3.94G  92%   56.17MB/s    0:00:06  
          4.00G  93%   56.72MB/s    0:00:04  
          4.05G  94%   56.25MB/s    0:00:04  
          4.11G  96%   56.39MB/s    0:00:03  
          4.16G  97%   56.26MB/s    0:00:02  
          4.22G  98%   56.08MB/s    0:00:00  
          4.27G  99%   56.45MB/s    0:00:00  
          4.27G 100%   65.84MB/s    0:01:06 (xfr#1, to-chk=0/1)

sent 4.27G bytes  received 35 bytes  64.85M bytes/sec
total size is 4.27G  speedup is 1.00
sending incremental file list
centos.iso

         32.00K   0%    0.00kB/s    0:00:00  
        464.09M  10%  464.06MB/s    0:00:08  
        720.34M  16%  334.56MB/s    0:00:11  
        840.84M  19%  266.08MB/s    0:00:13  
        922.09M  21%  221.65MB/s    0:00:15  
        970.09M  22%  108.42MB/s    0:00:32  
          1.04G  24%   76.96MB/s    0:00:44  
          1.09G  25%   58.58MB/s    0:00:57  
          1.15G  26%   54.91MB/s    0:00:59  
          1.21G  28%   63.60MB/s    0:00:50  
          1.26G  29%   53.53MB/s    0:00:59  
          1.31G  30%   58.17MB/s    0:00:53  
          1.37G  32%   56.60MB/s    0:00:53  
          1.42G  33%   56.02MB/s    0:00:53  
          1.48G  34%   57.12MB/s    0:00:51  
          1.53G  35%   56.10MB/s    0:00:51  
          1.58G  37%   52.98MB/s    0:00:53  
          1.65G  38%   56.22MB/s    0:00:48  
          1.71G  39%   55.53MB/s    0:00:48  
          1.76G  41%   55.99MB/s    0:00:47  
          1.81G  42%   58.77MB/s    0:00:43  
          1.87G  43%   56.28MB/s    0:00:44  
          1.92G  45%   55.67MB/s    0:00:44  
          1.98G  46%   57.10MB/s    0:00:42  
          2.04G  47%   56.12MB/s    0:00:41  
          2.08G  48%   50.60MB/s    0:00:45  
          2.16G  50%   56.06MB/s    0:00:39  
          2.21G  51%   51.63MB/s    0:00:41  
          2.27G  53%   54.65MB/s    0:00:38  
          2.33G  54%   60.12MB/s    0:00:33  
          2.38G  55%   54.66MB/s    0:00:36  
          2.44G  56%   58.73MB/s    0:00:32  
          2.49G  58%   56.84MB/s    0:00:32  
          2.55G  59%   56.11MB/s    0:00:32  
          2.61G  60%   57.53MB/s    0:00:30  
          2.66G  62%   56.16MB/s    0:00:30  
          2.70G  63%   53.05MB/s    0:00:31  
          2.77G  64%   56.47MB/s    0:00:27  
          2.82G  66%   55.15MB/s    0:00:27  
          2.88G  67%   56.11MB/s    0:00:26  
          2.94G  68%   58.96MB/s    0:00:23  
          2.99G  69%   56.05MB/s    0:00:24  
          3.04G  71%   54.17MB/s    0:00:23  
          3.10G  72%   55.28MB/s    0:00:22  
          3.15G  73%   54.39MB/s    0:00:21  
          3.20G  74%   51.93MB/s    0:00:21  
          3.27G  76%   56.52MB/s    0:00:18  
          3.32G  77%   55.87MB/s    0:00:17  
          3.38G  79%   56.47MB/s    0:00:16  
          3.43G  80%   59.23MB/s    0:00:14  
          3.49G  81%   56.77MB/s    0:00:14  
          3.54G  82%   56.23MB/s    0:00:13  
          3.60G  84%   57.09MB/s    0:00:12  
          3.65G  85%   56.35MB/s    0:00:11  
          3.71G  86%   55.98MB/s    0:00:10  
          3.77G  88%   57.70MB/s    0:00:09  
          3.82G  89%   55.41MB/s    0:00:08  
          3.87G  90%   56.02MB/s    0:00:07  
          3.93G  91%   56.08MB/s    0:00:06  
          3.95G  92%   45.26MB/s    0:00:07  
          4.04G  94%   57.40MB/s    0:00:04  
          4.09G  95%   53.97MB/s    0:00:03  
          4.14G  96%   54.62MB/s    0:00:02  
          4.20G  98%   61.67MB/s    0:00:01  
          4.26G  99%   53.83MB/s    0:00:00  
          4.27G 100%   66.26MB/s    0:01:06 (xfr#1, to-chk=0/1)

sent 4.27G bytes  received 35 bytes  65.82M bytes/sec
total size is 4.27G  speedup is 1.00
----------------------------------------------------------
