/media/ramdisk/centos.iso > /media/pc/m2sgx/centos.iso
sending incremental file list
centos.iso

          1.75G  40%   68.37MB/s    0:00:38  
          1.77G  41%   47.04MB/s    0:00:55  
          1.79G  41%   20.83MB/s    0:02:05  
          1.81G  42%   19.93MB/s    0:02:09  
          1.83G  42%   20.69MB/s    0:02:03  
          1.86G  43%   24.44MB/s    0:01:43  
          1.99G  46%   51.65MB/s    0:00:46  
          2.11G  49%   77.63MB/s    0:00:29  
          2.13G  49%   76.66MB/s    0:00:29  
          2.15G  50%   72.89MB/s    0:00:30  
          2.18G  50%   48.26MB/s    0:00:45  
          2.30G  53%   49.69MB/s    0:00:41  
          2.43G  56%   76.77MB/s    0:00:25  
          2.55G  59%  102.44MB/s    0:00:17  
          2.57G  60%  100.55MB/s    0:00:17  
          2.59G  60%   73.26MB/s    0:00:24  
          2.61G  61%   46.16MB/s    0:00:37  
          2.63G  61%   20.60MB/s    0:01:23  
          2.69G  62%   30.10MB/s    0:00:55  
          2.71G  63%   30.17MB/s    0:00:54  
          2.73G  63%   30.72MB/s    0:00:52  
          2.75G  64%   30.91MB/s    0:00:51  
          2.79G  65%   25.88MB/s    0:01:00  
          2.92G  68%   53.18MB/s    0:00:26  
          3.04G  71%   79.53MB/s    0:00:16  
          3.16G  74%  106.19MB/s    0:00:10  
          3.29G  77%  128.81MB/s    0:00:07  
          3.32G  77%  104.20MB/s    0:00:09  
          3.35G  78%   78.53MB/s    0:00:12  
          3.37G  78%   52.39MB/s    0:00:18  
          3.39G  79%   24.47MB/s    0:00:37  
          3.41G  79%   21.34MB/s    0:00:42  
          3.43G  80%   20.37MB/s    0:00:43  
          3.45G  80%   19.80MB/s    0:00:43  
          3.47G  81%   19.78MB/s    0:00:42  
          3.49G  81%   19.86MB/s    0:00:41  
          3.55G  83%   30.54MB/s    0:00:24  
          3.57G  83%   31.65MB/s    0:00:23  
          3.59G  84%   31.49MB/s    0:00:22  
          3.61G  84%   31.50MB/s    0:00:22  
          3.63G  84%   20.91MB/s    0:00:32  
          3.65G  85%   19.82MB/s    0:00:33  
          3.67G  85%   20.19MB/s    0:00:31  
          3.69G  86%   20.39MB/s    0:00:30  
          3.71G  86%   20.22MB/s    0:00:29  
          3.73G  87%   20.12MB/s    0:00:28  
          3.75G  87%   19.76MB/s    0:00:27  
          3.77G  88%   20.32MB/s    0:00:26  
          3.79G  88%   20.75MB/s    0:00:24  
          3.81G  89%   21.00MB/s    0:00:23  
          3.83G  89%   21.08MB/s    0:00:22  
          3.89G  90%   29.59MB/s    0:00:13  
          3.91G  91%   29.25MB/s    0:00:13  
          3.92G  91%   29.03MB/s    0:00:12  
          3.94G  92%   28.88MB/s    0:00:11  
          3.97G  92%   20.39MB/s    0:00:15  
          3.98G  93%   20.20MB/s    0:00:15  
          4.00G  93%   20.28MB/s    0:00:13  
          4.04G  94%   25.51MB/s    0:00:09  
          4.06G  95%   24.81MB/s    0:00:08  
          4.08G  95%   24.84MB/s    0:00:08  
          4.12G  96%   30.15MB/s    0:00:05  
          4.24G  99%   50.20MB/s    0:00:00  
          4.27G 100%   36.57MB/s    0:01:59 (xfr#1, to-chk=0/1)

sent 4.27G bytes  received 35 bytes  36.32M bytes/sec
total size is 4.27G  speedup is 1.00
sending incremental file list
centos.iso

         32.00K   0%    0.00kB/s    0:00:00  
         94.09M   2%   93.87MB/s    0:00:46  
        200.84M   4%  100.31MB/s    0:00:42  
        297.34M   6%   99.04MB/s    0:00:42  
        316.84M   7%   79.12MB/s    0:00:52  
        339.34M   7%   61.07MB/s    0:01:07  
        358.84M   8%   39.35MB/s    0:01:44  
        378.97M   8%   20.34MB/s    0:03:21  
        398.84M   9%   20.43MB/s    0:03:19  
        421.28M   9%   20.49MB/s    0:03:17  
        440.94M  10%   20.53MB/s    0:03:16  
        472.34M  10%   23.33MB/s    0:02:51  
        492.09M  11%   23.31MB/s    0:02:50  
        512.34M  11%   22.71MB/s    0:02:54  
        532.34M  12%   22.78MB/s    0:02:52  
        555.34M  12%   20.69MB/s    0:03:09  
        608.09M  13%   28.90MB/s    0:02:13  
        636.34M  14%   30.92MB/s    0:02:03  
        655.59M  14%   30.71MB/s    0:02:04  
        677.09M  15%   30.30MB/s    0:02:05  
        697.09M  15%   22.11MB/s    0:02:50  
        716.59M  16%   19.92MB/s    0:03:08  
        736.59M  16%   20.11MB/s    0:03:05  
        775.34M  17%   24.37MB/s    0:02:31  
        794.59M  18%   24.22MB/s    0:02:31  
        813.84M  18%   24.20MB/s    0:02:30  
        833.34M  19%   24.07MB/s    0:02:30  
        854.59M  19%   19.75MB/s    0:03:02  
        874.09M  19%   19.80MB/s    0:03:01  
        893.84M  20%   19.91MB/s    0:02:59  
        913.09M  20%   19.88MB/s    0:02:58  
        932.84M  21%   19.47MB/s    0:03:01  
        952.84M  21%   19.59MB/s    0:02:58  
        972.34M  22%   19.55MB/s    0:02:58  
        991.84M  22%   19.61MB/s    0:02:56  
       1011.84M  23%   19.71MB/s    0:02:54  
          1.01G  23%   19.66MB/s    0:02:54  
          1.03G  24%   20.11MB/s    0:02:49  
          1.05G  24%   20.11MB/s    0:02:48  
          1.07G  24%   20.03MB/s    0:02:47  
          1.15G  26%   36.74MB/s    0:01:29  
          1.18G  27%   38.39MB/s    0:01:24  
          1.20G  28%   38.38MB/s    0:01:24  
          1.22G  28%   38.45MB/s    0:01:23  
          1.24G  28%   22.05MB/s    0:02:24  
          1.26G  29%   20.05MB/s    0:02:37  
          1.28G  29%   20.00MB/s    0:02:37  
          1.30G  30%   20.21MB/s    0:02:34  
          1.32G  30%   19.76MB/s    0:02:36  
          1.33G  31%   19.70MB/s    0:02:36  
          1.36G  31%   20.01MB/s    0:02:32  
          1.37G  32%   19.83MB/s    0:02:33  
          1.40G  32%   20.27MB/s    0:02:28  
          1.41G  33%   20.35MB/s    0:02:27  
          1.43G  33%   20.38MB/s    0:02:26  
          1.46G  34%   21.34MB/s    0:02:18  
          1.48G  34%   21.13MB/s    0:02:18  
          1.50G  35%   21.13MB/s    0:02:17  
          1.52G  35%   22.03MB/s    0:02:11  
          1.54G  36%   21.00MB/s    0:02:16  
          1.56G  36%   20.99MB/s    0:02:15  
          1.58G  36%   21.02MB/s    0:02:14  
          1.60G  37%   19.78MB/s    0:02:21  
          1.62G  37%   20.59MB/s    0:02:15  
          1.64G  38%   21.58MB/s    0:02:07  
          1.67G  38%   21.98MB/s    0:02:04  
          1.68G  39%   21.96MB/s    0:02:03  
          1.74G  40%   31.56MB/s    0:01:24  
          1.87G  43%   56.94MB/s    0:00:44  
          1.94G  45%   70.07MB/s    0:00:34  
          1.96G  45%   70.17MB/s    0:00:34  
          1.98G  46%   59.61MB/s    0:00:40  
          2.10G  49%   58.61MB/s    0:00:38  
          2.13G  49%   48.47MB/s    0:00:46  
          2.25G  52%   74.58MB/s    0:00:28  
          2.29G  53%   78.65MB/s    0:00:26  
          2.31G  53%   53.53MB/s    0:00:38  
          2.33G  54%   50.63MB/s    0:00:40  
          2.42G  56%   43.99MB/s    0:00:44  
          2.51G  58%   57.25MB/s    0:00:32  
          2.53G  59%   57.10MB/s    0:00:31  
          2.56G  59%   58.40MB/s    0:00:30  
          2.62G  61%   49.14MB/s    0:00:35  
          2.64G  61%   32.63MB/s    0:00:52  
          2.70G  63%   42.10MB/s    0:00:39  
          2.81G  65%   64.51MB/s    0:00:23  
          2.92G  68%   78.32MB/s    0:00:18  
          3.02G  70%   96.75MB/s    0:00:13  
          3.04G  71%   88.00MB/s    0:00:14  
          3.06G  71%   63.64MB/s    0:00:20  
          3.08G  72%   39.83MB/s    0:00:31  
          3.10G  72%   20.67MB/s    0:00:59  
          3.12G  72%   20.12MB/s    0:01:00  
          3.17G  74%   28.86MB/s    0:00:40  
          3.19G  74%   28.78MB/s    0:00:39  
          3.26G  76%   42.47MB/s    0:00:24  
          3.37G  78%   63.00MB/s    0:00:15  
          3.46G  81%   73.84MB/s    0:00:11  
          3.48G  81%   74.60MB/s    0:00:11  
          3.50G  81%   60.84MB/s    0:00:13  
          3.52G  82%   40.00MB/s    0:00:19  
          3.55G  82%   21.32MB/s    0:00:35  
          3.64G  85%   39.07MB/s    0:00:17  
          3.76G  88%   66.45MB/s    0:00:08  
          3.88G  90%   91.83MB/s    0:00:04  
          3.91G  91%   91.99MB/s    0:00:04  
          3.92G  91%   73.02MB/s    0:00:05  
          3.96G  92%   49.50MB/s    0:00:06  
          3.98G  93%   24.30MB/s    0:00:12  
          4.00G  93%   23.71MB/s    0:00:12  
          4.02G  94%   24.74MB/s    0:00:10  
          4.04G  94%   20.94MB/s    0:00:11  
          4.06G  95%   21.04MB/s    0:00:10  
          4.08G  95%   20.64MB/s    0:00:09  
          4.10G  95%   19.92MB/s    0:00:09  
          4.12G  96%   20.60MB/s    0:00:07  
          4.14G  96%   20.73MB/s    0:00:06  
          4.16G  97%   20.69MB/s    0:00:05  
          4.18G  97%   21.60MB/s    0:00:04  
          4.20G  98%   21.12MB/s    0:00:03  
          4.22G  98%   20.88MB/s    0:00:02  
          4.24G  99%   20.86MB/s    0:00:01  
          4.27G 100%   35.79MB/s    0:02:02 (xfr#1, to-chk=0/1)

sent 4.27G bytes  received 35 bytes  35.73M bytes/sec
total size is 4.27G  speedup is 1.00
sending incremental file list
centos.iso

         32.00K   0%    0.00kB/s    0:00:00  
        132.84M   3%  132.81MB/s    0:00:32  
        261.34M   5%  130.66MB/s    0:00:32  
        322.09M   7%  107.07MB/s    0:00:38  
        342.09M   7%   85.15MB/s    0:00:48  
        361.34M   8%   56.88MB/s    0:01:12  
        380.84M   8%   29.69MB/s    0:02:17  
        400.34M   9%   19.47MB/s    0:03:29  
        422.59M   9%   20.07MB/s    0:03:21  
        461.34M  10%   24.91MB/s    0:02:40  
        481.84M  11%   25.18MB/s    0:02:38  
        501.59M  11%   25.20MB/s    0:02:37  
        521.84M  11%   24.69MB/s    0:02:39  
        541.59M  12%   19.97MB/s    0:03:16  
        621.25M  14%   34.74MB/s    0:01:50  
        641.59M  14%   34.97MB/s    0:01:49  
        661.34M  15%   34.84MB/s    0:01:49  
        682.09M  15%   35.05MB/s    0:01:47  
        701.62M  16%   20.05MB/s    0:03:07  
        721.34M  16%   19.89MB/s    0:03:08  
        740.84M  16%   19.82MB/s    0:03:07  
        761.84M  17%   19.87MB/s    0:03:06  
        782.59M  17%   20.16MB/s    0:03:02  
        802.59M  18%   20.23MB/s    0:03:00  
        822.59M  18%   20.34MB/s    0:02:58  
        842.59M  19%   20.12MB/s    0:02:59  
        862.84M  19%   19.97MB/s    0:03:00  
        882.59M  20%   19.87MB/s    0:03:00  
        902.09M  20%   19.79MB/s    0:02:59  
        948.59M  21%   26.41MB/s    0:02:12  
        984.75M  22%   30.42MB/s    0:01:54  
       1005.09M  22%   30.57MB/s    0:01:52  
          1.05G  24%   42.25MB/s    0:01:20  
          1.13G  26%   51.10MB/s    0:01:04  
          1.15G  26%   47.14MB/s    0:01:09  
          1.17G  27%   47.14MB/s    0:01:09  
          1.19G  27%   35.59MB/s    0:01:30  
          1.20G  28%   19.96MB/s    0:02:41  
          1.27G  29%   30.45MB/s    0:01:43  
          1.38G  32%   54.29MB/s    0:00:55  
          1.50G  35%   81.19MB/s    0:00:35  
          1.62G  38%  107.38MB/s    0:00:25  
          1.68G  39%  105.50MB/s    0:00:25  
          1.70G  39%   81.69MB/s    0:00:33  
          1.72G  40%   54.99MB/s    0:00:48  
          1.74G  40%   28.82MB/s    0:01:32  
          1.76G  41%   20.04MB/s    0:02:11  
          1.78G  41%   19.75MB/s    0:02:12  
          1.80G  42%   19.48MB/s    0:02:13  
          1.83G  42%   22.34MB/s    0:01:54  
          1.85G  43%   22.73MB/s    0:01:51  
          1.86G  43%   22.77MB/s    0:01:50  
          1.88G  44%   22.73MB/s    0:01:50  
          1.90G  44%   19.98MB/s    0:02:04  
          1.92G  44%   19.60MB/s    0:02:05  
          1.94G  45%   19.63MB/s    0:02:04  
          1.96G  45%   19.68MB/s    0:02:03  
          1.98G  46%   19.71MB/s    0:02:01  
          2.01G  47%   22.87MB/s    0:01:43  
          2.08G  48%   35.65MB/s    0:01:04  
          2.21G  51%   63.12MB/s    0:00:34  
          2.33G  54%   89.31MB/s    0:00:22  
          2.46G  57%  114.31MB/s    0:00:16  
          2.50G  58%  108.48MB/s    0:00:17  
          2.52G  59%   80.78MB/s    0:00:22  
          2.55G  59%   55.83MB/s    0:00:32  
          2.61G  61%   39.28MB/s    0:00:44  
          2.74G  64%   60.52MB/s    0:00:26  
          2.78G  64%   64.41MB/s    0:00:24  
          2.80G  65%   63.94MB/s    0:00:24  
          2.84G  66%   57.66MB/s    0:00:26  
          2.86G  66%   29.44MB/s    0:00:50  
          2.88G  67%   25.52MB/s    0:00:57  
          2.99G  69%   49.24MB/s    0:00:27  
          3.07G  71%   58.01MB/s    0:00:21  
          3.08G  72%   58.04MB/s    0:00:21  
          3.10G  72%   58.22MB/s    0:00:21  
          3.15G  73%   41.66MB/s    0:00:28  
          3.22G  75%   39.91MB/s    0:00:27  
          3.26G  76%   44.31MB/s    0:00:24  
          3.34G  78%   60.55MB/s    0:00:16  
          3.36G  78%   52.41MB/s    0:00:18  
          3.38G  79%   41.27MB/s    0:00:22  
          3.48G  81%   56.27MB/s    0:00:14  
          3.50G  81%   40.34MB/s    0:00:20  
          3.58G  83%   56.91MB/s    0:00:12  
          3.60G  84%   55.76MB/s    0:00:12  
          3.62G  84%   36.27MB/s    0:00:18  
          3.64G  85%   35.88MB/s    0:00:18  
          3.66G  85%   19.52MB/s    0:00:32  
          3.71G  86%   27.82MB/s    0:00:21  
          3.83G  89%   52.48MB/s    0:00:08  
          3.96G  92%   81.12MB/s    0:00:04  
          4.08G  95%  108.06MB/s    0:00:01  
          4.14G  96%  109.71MB/s    0:00:01  
          4.16G  97%   85.27MB/s    0:00:01  
          4.18G  97%   56.76MB/s    0:00:01  
          4.21G  98%   31.76MB/s    0:00:02  
          4.26G  99%   31.51MB/s    0:00:00  
          4.27G 100%   44.43MB/s    0:01:38 (xfr#1, to-chk=0/1)

sent 4.27G bytes  received 35 bytes  44.44M bytes/sec
total size is 4.27G  speedup is 1.00
----------------------------------------------------------
